User,Event Type,Date,Start Time,End Time
user12,Lunch,2023-05-01,16:00:00,17:00:00
user12,Lunch,2023-05-01,12:00:00,14:00:00
user12,Meeting,2023-05-01,09:00:00,11:00:00
user12,Presentation,2023-05-01,11:00:00,13:00:00
user13,Appointment,2023-05-01,15:00:00,17:00:00
user13,Training,2023-05-01,09:00:00,12:00:00
user13,Lunch,2023-05-01,09:00:00,10:00:00
user13,Training,2023-05-01,13:00:00,15:00:00
user13,Lunch,2023-05-01,12:00:00,15:00:00
user14,Lunch,2023-05-01,14:00:00,15:00:00
user14,Meeting,2023-05-01,09:00:00,11:00:00
user14,Training,2023-05-01,11:00:00,14:00:00
user14,Training,2023-05-01,13:00:00,15:00:00
user14,Meeting,2023-05-01,16:00:00,19:00:00
user15,Appointment,2023-05-01,16:00:00,17:00:00
user15,Meeting,2023-05-01,16:00:00,17:00:00
user15,Meeting,2023-05-01,15:00:00,18:00:00
user15,Training,2023-05-01,13:00:00,14:00:00
user15,Appointment,2023-05-01,14:00:00,15:00:00
user16,Presentation,2023-05-01,12:00:00,14:00:00
user16,Appointment,2023-05-01,14:00:00,15:00:00
user16,Meeting,2023-05-01,11:00:00,13:00:00
user16,Meeting,2023-05-01,15:00:00,17:00:00
user16,Appointment,2023-05-01,09:00:00,12:00:00
user17,Lunch,2023-05-01,16:00:00,19:00:00
user17,Lunch,2023-05-01,16:00:00,18:00:00
user17,Lunch,2023-05-01,12:00:00,15:00:00
user17,Lunch,2023-05-01,11:00:00,13:00:00
user17,Meeting,2023-05-01,09:00:00,11:00:00
user18,Lunch,2023-05-01,13:00:00,14:00:00
user18,Meeting,2023-05-01,09:00:00,11:00:00
user18,Meeting,2023-05-01,09:00:00,10:00:00
user18,Presentation,2023-05-01,09:00:00,10:00:00
user18,Appointment,2023-05-01,16:00:00,18:00:00
user19,Meeting,2023-05-01,09:00:00,12:00:00
user19,Training,2023-05-01,14:00:00,16:00:00
user19,Lunch,2023-05-01,14:00:00,17:00:00
user19,Meeting,2023-05-01,14:00:00,16:00:00
user19,Presentation,2023-05-01,13:00:00,16:00:00
user20,Presentation,2023-05-01,09:00:00,10:00:00
user20,Lunch,2023-05-01,09:00:00,12:00:00
user20,Lunch,2023-05-01,15:00:00,18:00:00
user20,Lunch,2023-05-01,11:00:00,13:00:00
user20,Lunch,2023-05-01,14:00:00,17:00:00
user21,Appointment,2023-05-01,09:00:00,12:00:00
user21,Meeting,2023-05-01,14:00:00,15:00:00
user21,Meeting,2023-05-01,16:00:00,18:00:00
user21,Presentation,2023-05-01,10:00:00,13:00:00
user21,Appointment,2023-05-01,09:00:00,11:00:00
user22,Training,2023-05-01,16:00:00,17:00:00
user22,Appointment,2023-05-01,12:00:00,13:00:00
user22,Training,2023-05-01,14:00:00,16:00:00
user22,Appointment,2023-05-01,09:00:00,12:00:00
user22,Presentation,2023-05-01,15:00:00,17:00:00
user23,Training,2023-05-01,14:00:00,15:00:00
user23,Lunch,2023-05-01,11:00:00,14:00:00
user23,Meeting,2023-05-01,15:00:00,16:00:00
user23,Meeting,2023-05-01,15:00:00,17:00:00
user23,Training,2023-05-01,12:00:00,15:00:00
user24,Training,2023-05-01,10:00:00,12:00:00
user24,Appointment,2023-05-01,16:00:00,19:00:00
user24,Lunch,2023-05-01,12:00:00,15:00:00
user24,Presentation,2023-05-01,15:00:00,18:00:00
user24,Appointment,2023-05-01,09:00:00,11:00:00
user25,Presentation,2023-05-01,12:00:00,15:00:00
user25,Lunch,2023-05-01,13:00:00,16:00:00
user25,Lunch,2023-05-01,14:00:00,16:00:00
user25,Lunch,2023-05-01,16:00:00,17:00:00
user25,Appointment,2023-05-01,14:00:00,15:00:00
user26,Meeting,2023-05-01,12:00:00,14:00:00
user26,Training,2023-05-01,15:00:00,17:00:00
user26,Presentation,2023-05-01,16:00:00,19:00:00
user26,Training,2023-05-01,12:00:00,15:00:00
user26,Lunch,2023-05-01,14:00:00,15:00:00
user27,Appointment,2023-05-01,12:00:00,14:00:00
user27,Appointment,2023-05-01,14:00:00,15:00:00
user27,Training,2023-05-01,11:00:00,14:00:00
user27,Lunch,2023-05-01,16:00:00,18:00:00
user27,Meeting,2023-05-01,09:00:00,11:00:00
user28,Presentation,2023-05-01,13:00:00,15:00:00
user28,Appointment,2023-05-01,14:00:00,15:00:00
user28,Training,2023-05-01,11:00:00,12:00:00
user28,Training,2023-05-01,14:00:00,17:00:00
user28,Appointment,2023-05-01,11:00:00,14:00:00
user29,Training,2023-05-01,14:00:00,17:00:00
user29,Training,2023-05-01,15:00:00,16:00:00
user29,Appointment,2023-05-01,11:00:00,13:00:00
user29,Meeting,2023-05-01,12:00:00,14:00:00
user29,Appointment,2023-05-01,15:00:00,16:00:00
user30,Appointment,2023-05-01,11:00:00,13:00:00
user30,Presentation,2023-05-01,13:00:00,14:00:00
user30,Presentation,2023-05-01,14:00:00,17:00:00
user30,Appointment,2023-05-01,10:00:00,12:00:00
user30,Lunch,2023-05-01,11:00:00,12:00:00
user31,Training,2023-05-01,15:00:00,18:00:00
user31,Lunch,2023-05-01,11:00:00,13:00:00
user31,Presentation,2023-05-01,16:00:00,18:00:00
user31,Appointment,2023-05-01,10:00:00,12:00:00
user31,Meeting,2023-05-01,10:00:00,12:00:00
user32,Meeting,2023-05-01,14:00:00,15:00:00
user32,Presentation,2023-05-01,13:00:00,15:00:00
user32,Meeting,2023-05-01,10:00:00,13:00:00
user32,Training,2023-05-01,11:00:00,13:00:00
user32,Training,2023-05-01,12:00:00,13:00:00
user33,Meeting,2023-05-01,10:00:00,13:00:00
user33,Presentation,2023-05-01,14:00:00,15:00:00
user33,Lunch,2023-05-01,11:00:00,14:00:00
user33,Meeting,2023-05-01,15:00:00,18:00:00
user33,Appointment,2023-05-01,10:00:00,12:00:00
user34,Appointment,2023-05-01,12:00:00,15:00:00
user34,Appointment,2023-05-01,09:00:00,11:00:00
user34,Training,2023-05-01,14:00:00,17:00:00
user34,Meeting,2023-05-01,16:00:00,18:00:00
user34,Lunch,2023-05-01,15:00:00,18:00:00
user35,Training,2023-05-01,10:00:00,12:00:00
user35,Meeting,2023-05-01,15:00:00,17:00:00
user35,Training,2023-05-01,13:00:00,15:00:00
user35,Lunch,2023-05-01,14:00:00,15:00:00
user35,Presentation,2023-05-01,12:00:00,13:00:00
user36,Presentation,2023-05-01,15:00:00,16:00:00
user36,Training,2023-05-01,10:00:00,11:00:00
user36,Presentation,2023-05-01,13:00:00,14:00:00
user36,Training,2023-05-01,15:00:00,18:00:00
user36,Training,2023-05-01,09:00:00,12:00:00
user37,Presentation,2023-05-01,16:00:00,18:00:00
user37,Meeting,2023-05-01,16:00:00,17:00:00
user37,Presentation,2023-05-01,14:00:00,15:00:00
user37,Appointment,2023-05-01,13:00:00,16:00:00
user37,Training,2023-05-01,09:00:00,11:00:00
user38,Lunch,2023-05-01,09:00:00,11:00:00
user38,Lunch,2023-05-01,12:00:00,13:00:00
user38,Lunch,2023-05-01,14:00:00,16:00:00
user38,Lunch,2023-05-01,09:00:00,12:00:00
user38,Appointment,2023-05-01,16:00:00,17:00:00
user39,Presentation,2023-05-01,16:00:00,18:00:00
user39,Meeting,2023-05-01,15:00:00,17:00:00
user39,Meeting,2023-05-01,12:00:00,13:00:00
user39,Training,2023-05-01,16:00:00,17:00:00
user39,Appointment,2023-05-01,15:00:00,16:00:00
user40,Training,2023-05-01,11:00:00,13:00:00
user40,Meeting,2023-05-01,11:00:00,12:00:00
user40,Meeting,2023-05-01,09:00:00,10:00:00
user40,Presentation,2023-05-01,15:00:00,17:00:00
user40,Training,2023-05-01,10:00:00,11:00:00
user41,Training,2023-05-01,12:00:00,15:00:00
user41,Meeting,2023-05-01,15:00:00,16:00:00
user41,Meeting,2023-05-01,12:00:00,15:00:00
user41,Appointment,2023-05-01,14:00:00,16:00:00
user41,Training,2023-05-01,16:00:00,17:00:00
user42,Lunch,2023-05-01,14:00:00,16:00:00
user42,Presentation,2023-05-01,12:00:00,13:00:00
user42,Appointment,2023-05-01,09:00:00,11:00:00
user42,Meeting,2023-05-01,09:00:00,11:00:00
user42,Meeting,2023-05-01,11:00:00,14:00:00
user43,Lunch,2023-05-01,09:00:00,11:00:00
user43,Appointment,2023-05-01,15:00:00,16:00:00
user43,Lunch,2023-05-01,14:00:00,16:00:00
user43,Appointment,2023-05-01,14:00:00,16:00:00
user43,Meeting,2023-05-01,12:00:00,13:00:00
user44,Training,2023-05-01,09:00:00,10:00:00
user44,Meeting,2023-05-01,16:00:00,19:00:00
user44,Lunch,2023-05-01,15:00:00,16:00:00
user44,Training,2023-05-01,16:00:00,18:00:00
user44,Lunch,2023-05-01,09:00:00,10:00:00
user45,Presentation,2023-05-01,09:00:00,10:00:00
user45,Lunch,2023-05-01,15:00:00,17:00:00
user45,Appointment,2023-05-01,11:00:00,13:00:00
user45,Meeting,2023-05-01,10:00:00,12:00:00
user45,Meeting,2023-05-01,14:00:00,15:00:00
user46,Meeting,2023-05-01,09:00:00,11:00:00
user46,Meeting,2023-05-01,13:00:00,15:00:00
user46,Presentation,2023-05-01,16:00:00,17:00:00
user46,Lunch,2023-05-01,11:00:00,14:00:00
user46,Meeting,2023-05-01,10:00:00,11:00:00
user47,Presentation,2023-05-01,09:00:00,12:00:00
user47,Appointment,2023-05-01,14:00:00,15:00:00
user47,Training,2023-05-01,14:00:00,15:00:00
user47,Meeting,2023-05-01,13:00:00,14:00:00
user47,Appointment,2023-05-01,09:00:00,11:00:00
user48,Lunch,2023-05-01,10:00:00,12:00:00
user48,Presentation,2023-05-01,14:00:00,15:00:00
user48,Training,2023-05-01,14:00:00,15:00:00
user48,Appointment,2023-05-01,11:00:00,12:00:00
user48,Lunch,2023-05-01,10:00:00,12:00:00
user49,Training,2023-05-01,13:00:00,14:00:00
user49,Lunch,2023-05-01,11:00:00,12:00:00
user49,Training,2023-05-01,16:00:00,18:00:00
user49,Presentation,2023-05-01,11:00:00,13:00:00
user49,Training,2023-05-01,09:00:00,10:00:00
user50,Lunch,2023-05-01,14:00:00,16:00:00
user50,Appointment,2023-05-01,09:00:00,12:00:00
user50,Presentation,2023-05-01,11:00:00,14:00:00
user50,Training,2023-05-01,14:00:00,16:00:00
user50,Presentation,2023-05-01,12:00:00,14:00:00
user51,Training,2023-05-01,15:00:00,17:00:00
user51,Training,2023-05-01,10:00:00,13:00:00
user51,Meeting,2023-05-01,16:00:00,19:00:00
user51,Appointment,2023-05-01,12:00:00,14:00:00
user51,Training,2023-05-01,16:00:00,18:00:00
user52,Lunch,2023-05-01,10:00:00,11:00:00
user52,Meeting,2023-05-01,11:00:00,14:00:00
user52,Appointment,2023-05-01,16:00:00,17:00:00
user52,Lunch,2023-05-01,12:00:00,15:00:00
user52,Meeting,2023-05-01,16:00:00,19:00:00
user53,Presentation,2023-05-01,09:00:00,10:00:00
user53,Appointment,2023-05-01,12:00:00,15:00:00
user53,Appointment,2023-05-01,14:00:00,17:00:00
user53,Lunch,2023-05-01,12:00:00,14:00:00
user53,Training,2023-05-01,14:00:00,16:00:00
user54,Presentation,2023-05-01,14:00:00,15:00:00
user54,Presentation,2023-05-01,16:00:00,19:00:00
user54,Appointment,2023-05-01,10:00:00,13:00:00
user54,Presentation,2023-05-01,10:00:00,12:00:00
user54,Meeting,2023-05-01,09:00:00,10:00:00
user55,Lunch,2023-05-01,10:00:00,12:00:00
user55,Lunch,2023-05-01,10:00:00,11:00:00
user55,Appointment,2023-05-01,12:00:00,13:00:00
user55,Presentation,2023-05-01,10:00:00,12:00:00
user55,Appointment,2023-05-01,14:00:00,17:00:00
user56,Training,2023-05-01,15:00:00,18:00:00
user56,Meeting,2023-05-01,15:00:00,18:00:00
user56,Meeting,2023-05-01,11:00:00,14:00:00
user56,Lunch,2023-05-01,16:00:00,18:00:00
user56,Appointment,2023-05-01,12:00:00,15:00:00
user57,Lunch,2023-05-01,16:00:00,18:00:00
user57,Training,2023-05-01,13:00:00,14:00:00
user57,Appointment,2023-05-01,13:00:00,15:00:00
user57,Lunch,2023-05-01,16:00:00,18:00:00
user57,Lunch,2023-05-01,09:00:00,10:00:00
user58,Presentation,2023-05-01,09:00:00,12:00:00
user58,Meeting,2023-05-01,09:00:00,12:00:00
user58,Training,2023-05-01,15:00:00,16:00:00
user58,Training,2023-05-01,13:00:00,15:00:00
user58,Presentation,2023-05-01,16:00:00,17:00:00
user59,Meeting,2023-05-01,09:00:00,12:00:00
user59,Training,2023-05-01,09:00:00,12:00:00
user59,Presentation,2023-05-01,10:00:00,11:00:00
user59,Meeting,2023-05-01,10:00:00,13:00:00
user59,Appointment,2023-05-01,14:00:00,17:00:00
user60,Lunch,2023-05-01,09:00:00,10:00:00
user60,Training,2023-05-01,10:00:00,12:00:00
user60,Training,2023-05-01,11:00:00,13:00:00
user60,Presentation,2023-05-01,16:00:00,18:00:00
user60,Lunch,2023-05-01,09:00:00,10:00:00
user61,Presentation,2023-05-01,10:00:00,13:00:00
user61,Appointment,2023-05-01,10:00:00,12:00:00
user61,Training,2023-05-01,09:00:00,10:00:00
user61,Lunch,2023-05-01,09:00:00,12:00:00
user61,Presentation,2023-05-01,12:00:00,14:00:00
user62,Presentation,2023-05-01,16:00:00,19:00:00
user62,Training,2023-05-01,10:00:00,12:00:00
user62,Presentation,2023-05-01,15:00:00,16:00:00
user62,Appointment,2023-05-01,15:00:00,16:00:00
user62,Training,2023-05-01,15:00:00,16:00:00
user63,Lunch,2023-05-01,15:00:00,17:00:00
user63,Appointment,2023-05-01,14:00:00,15:00:00
user63,Lunch,2023-05-01,09:00:00,11:00:00
user63,Lunch,2023-05-01,12:00:00,15:00:00
user63,Meeting,2023-05-01,11:00:00,14:00:00
user64,Training,2023-05-01,14:00:00,16:00:00
user64,Appointment,2023-05-01,15:00:00,16:00:00
user64,Meeting,2023-05-01,15:00:00,16:00:00
user64,Appointment,2023-05-01,09:00:00,12:00:00
user64,Meeting,2023-05-01,10:00:00,11:00:00
user65,Lunch,2023-05-01,09:00:00,10:00:00
user65,Lunch,2023-05-01,09:00:00,11:00:00
user65,Appointment,2023-05-01,11:00:00,13:00:00
user65,Meeting,2023-05-01,13:00:00,14:00:00
user65,Meeting,2023-05-01,13:00:00,14:00:00
user66,Presentation,2023-05-01,12:00:00,15:00:00
user66,Presentation,2023-05-01,12:00:00,13:00:00
user66,Lunch,2023-05-01,15:00:00,18:00:00
user66,Lunch,2023-05-01,12:00:00,15:00:00
user66,Presentation,2023-05-01,15:00:00,18:00:00
user67,Presentation,2023-05-01,15:00:00,17:00:00
user67,Meeting,2023-05-01,13:00:00,16:00:00
user67,Lunch,2023-05-01,16:00:00,17:00:00
user67,Meeting,2023-05-01,11:00:00,14:00:00
user67,Meeting,2023-05-01,12:00:00,15:00:00
user68,Presentation,2023-05-01,11:00:00,13:00:00
user68,Appointment,2023-05-01,14:00:00,15:00:00
user68,Training,2023-05-01,12:00:00,14:00:00
user68,Meeting,2023-05-01,14:00:00,17:00:00
user68,Training,2023-05-01,12:00:00,15:00:00
user69,Presentation,2023-05-01,10:00:00,13:00:00
user69,Appointment,2023-05-01,16:00:00,17:00:00
user69,Appointment,2023-05-01,14:00:00,15:00:00
user69,Meeting,2023-05-01,12:00:00,13:00:00
user69,Appointment,2023-05-01,13:00:00,15:00:00
user70,Presentation,2023-05-01,12:00:00,15:00:00
user70,Lunch,2023-05-01,09:00:00,12:00:00
user70,Presentation,2023-05-01,15:00:00,16:00:00
user70,Appointment,2023-05-01,09:00:00,12:00:00
user70,Lunch,2023-05-01,15:00:00,18:00:00
user71,Meeting,2023-05-01,09:00:00,11:00:00
user71,Lunch,2023-05-01,09:00:00,12:00:00
user71,Presentation,2023-05-01,11:00:00,13:00:00
user71,Meeting,2023-05-01,11:00:00,13:00:00
user71,Presentation,2023-05-01,11:00:00,12:00:00
user72,Training,2023-05-01,10:00:00,12:00:00
user72,Training,2023-05-01,12:00:00,13:00:00
user72,Presentation,2023-05-01,09:00:00,11:00:00
user72,Training,2023-05-01,11:00:00,13:00:00
user72,Meeting,2023-05-01,13:00:00,14:00:00
user73,Appointment,2023-05-01,10:00:00,11:00:00
user73,Presentation,2023-05-01,16:00:00,18:00:00
user73,Training,2023-05-01,09:00:00,12:00:00
user73,Meeting,2023-05-01,15:00:00,16:00:00
user73,Appointment,2023-05-01,09:00:00,11:00:00
user74,Training,2023-05-01,12:00:00,14:00:00
user74,Appointment,2023-05-01,13:00:00,15:00:00
user74,Presentation,2023-05-01,13:00:00,15:00:00
user74,Training,2023-05-01,13:00:00,15:00:00
user74,Presentation,2023-05-01,11:00:00,14:00:00
user75,Presentation,2023-05-01,14:00:00,15:00:00
user75,Appointment,2023-05-01,13:00:00,14:00:00
user75,Lunch,2023-05-01,11:00:00,14:00:00
user75,Lunch,2023-05-01,11:00:00,14:00:00
user75,Meeting,2023-05-01,10:00:00,11:00:00
user76,Meeting,2023-05-01,11:00:00,14:00:00
user76,Meeting,2023-05-01,11:00:00,13:00:00
user76,Appointment,2023-05-01,11:00:00,14:00:00
user76,Presentation,2023-05-01,14:00:00,17:00:00
user76,Presentation,2023-05-01,16:00:00,18:00:00
user77,Appointment,2023-05-01,16:00:00,17:00:00
user77,Training,2023-05-01,10:00:00,13:00:00
user77,Meeting,2023-05-01,14:00:00,16:00:00
user77,Appointment,2023-05-01,11:00:00,12:00:00
user77,Appointment,2023-05-01,11:00:00,13:00:00
user78,Appointment,2023-05-01,13:00:00,15:00:00
user78,Training,2023-05-01,15:00:00,18:00:00
user78,Meeting,2023-05-01,16:00:00,19:00:00
user78,Appointment,2023-05-01,11:00:00,14:00:00
user78,Appointment,2023-05-01,15:00:00,17:00:00
user79,Appointment,2023-05-01,14:00:00,15:00:00
user79,Meeting,2023-05-01,16:00:00,17:00:00
user79,Meeting,2023-05-01,12:00:00,14:00:00
user79,Lunch,2023-05-01,16:00:00,17:00:00
user79,Appointment,2023-05-01,13:00:00,16:00:00
user80,Presentation,2023-05-01,13:00:00,16:00:00
user80,Training,2023-05-01,11:00:00,12:00:00
user80,Presentation,2023-05-01,10:00:00,13:00:00
user80,Meeting,2023-05-01,14:00:00,15:00:00
user80,Training,2023-05-01,16:00:00,17:00:00
user81,Meeting,2023-05-01,14:00:00,15:00:00
user81,Meeting,2023-05-01,15:00:00,17:00:00
user81,Lunch,2023-05-01,15:00:00,16:00:00
user81,Presentation,2023-05-01,11:00:00,14:00:00
user81,Lunch,2023-05-01,10:00:00,11:00:00
user82,Appointment,2023-05-01,15:00:00,18:00:00
user82,Appointment,2023-05-01,13:00:00,15:00:00
user82,Appointment,2023-05-01,13:00:00,15:00:00
user82,Lunch,2023-05-01,16:00:00,18:00:00
user82,Training,2023-05-01,13:00:00,14:00:00
user83,Meeting,2023-05-01,10:00:00,12:00:00
user83,Presentation,2023-05-01,11:00:00,13:00:00
user83,Lunch,2023-05-01,10:00:00,13:00:00
user83,Presentation,2023-05-01,11:00:00,12:00:00
user83,Presentation,2023-05-01,12:00:00,13:00:00
user84,Appointment,2023-05-01,12:00:00,13:00:00
user84,Lunch,2023-05-01,11:00:00,13:00:00
user84,Meeting,2023-05-01,10:00:00,12:00:00
user84,Appointment,2023-05-01,10:00:00,13:00:00
user84,Presentation,2023-05-01,10:00:00,11:00:00
user85,Lunch,2023-05-01,13:00:00,15:00:00
user85,Lunch,2023-05-01,10:00:00,12:00:00
user85,Lunch,2023-05-01,09:00:00,12:00:00
user85,Appointment,2023-05-01,10:00:00,13:00:00
user85,Training,2023-05-01,16:00:00,17:00:00
user86,Lunch,2023-05-01,11:00:00,13:00:00
user86,Presentation,2023-05-01,10:00:00,12:00:00
user86,Meeting,2023-05-01,15:00:00,18:00:00
user86,Presentation,2023-05-01,12:00:00,14:00:00
user86,Appointment,2023-05-01,13:00:00,14:00:00
user87,Appointment,2023-05-01,10:00:00,13:00:00
user87,Appointment,2023-05-01,15:00:00,17:00:00
user87,Lunch,2023-05-01,09:00:00,12:00:00
user87,Training,2023-05-01,13:00:00,15:00:00
user87,Presentation,2023-05-01,11:00:00,14:00:00
user88,Presentation,2023-05-01,13:00:00,15:00:00
user88,Training,2023-05-01,14:00:00,16:00:00
user88,Training,2023-05-01,14:00:00,15:00:00
user88,Lunch,2023-05-01,11:00:00,12:00:00
user88,Appointment,2023-05-01,12:00:00,14:00:00
user89,Appointment,2023-05-01,09:00:00,10:00:00
user89,Meeting,2023-05-01,12:00:00,13:00:00
user89,Appointment,2023-05-01,16:00:00,17:00:00
user89,Appointment,2023-05-01,09:00:00,11:00:00
user89,Training,2023-05-01,15:00:00,16:00:00
user90,Meeting,2023-05-01,14:00:00,15:00:00
user90,Meeting,2023-05-01,10:00:00,12:00:00
user90,Lunch,2023-05-01,13:00:00,16:00:00
user90,Presentation,2023-05-01,16:00:00,18:00:00
user90,Presentation,2023-05-01,15:00:00,16:00:00
user91,Appointment,2023-05-01,10:00:00,13:00:00
user91,Lunch,2023-05-01,16:00:00,17:00:00
user91,Training,2023-05-01,10:00:00,12:00:00
user91,Meeting,2023-05-01,10:00:00,12:00:00
user91,Appointment,2023-05-01,10:00:00,11:00:00
user92,Training,2023-05-01,12:00:00,14:00:00
user92,Training,2023-05-01,13:00:00,16:00:00
user92,Meeting,2023-05-01,13:00:00,15:00:00
user92,Meeting,2023-05-01,15:00:00,16:00:00
user92,Appointment,2023-05-01,16:00:00,18:00:00
user93,Appointment,2023-05-01,15:00:00,16:00:00
user93,Meeting,2023-05-01,13:00:00,15:00:00
user93,Training,2023-05-01,09:00:00,11:00:00
user93,Training,2023-05-01,09:00:00,12:00:00
user93,Training,2023-05-01,09:00:00,10:00:00
user94,Presentation,2023-05-01,15:00:00,18:00:00
user94,Presentation,2023-05-01,11:00:00,13:00:00
user94,Lunch,2023-05-01,12:00:00,13:00:00
user94,Meeting,2023-05-01,16:00:00,18:00:00
user94,Training,2023-05-01,15:00:00,17:00:00
user95,Presentation,2023-05-01,13:00:00,16:00:00
user95,Appointment,2023-05-01,09:00:00,10:00:00
user95,Appointment,2023-05-01,09:00:00,12:00:00
user95,Lunch,2023-05-01,14:00:00,15:00:00
user95,Presentation,2023-05-01,13:00:00,15:00:00
user96,Appointment,2023-05-01,12:00:00,15:00:00
user96,Training,2023-05-01,11:00:00,13:00:00
user96,Appointment,2023-05-01,10:00:00,12:00:00
user96,Meeting,2023-05-01,16:00:00,18:00:00
user96,Presentation,2023-05-01,14:00:00,17:00:00
user97,Lunch,2023-05-01,11:00:00,12:00:00
user97,Lunch,2023-05-01,15:00:00,16:00:00
user97,Presentation,2023-05-01,11:00:00,12:00:00
user97,Presentation,2023-05-01,13:00:00,14:00:00
user97,Appointment,2023-05-01,12:00:00,14:00:00
user98,Presentation,2023-05-01,09:00:00,10:00:00
user98,Lunch,2023-05-01,13:00:00,14:00:00
user98,Presentation,2023-05-01,16:00:00,17:00:00
user98,Meeting,2023-05-01,11:00:00,13:00:00
user98,Appointment,2023-05-01,11:00:00,12:00:00
user99,Appointment,2023-05-01,12:00:00,14:00:00
user99,Lunch,2023-05-01,14:00:00,16:00:00
user99,Appointment,2023-05-01,14:00:00,15:00:00
user99,Training,2023-05-01,10:00:00,13:00:00
user99,Appointment,2023-05-01,15:00:00,18:00:00
user100,Lunch,2023-05-01,16:00:00,17:00:00
user100,Presentation,2023-05-01,15:00:00,18:00:00
user100,Lunch,2023-05-01,12:00:00,15:00:00
user100,Appointment,2023-05-01,12:00:00,14:00:00
user100,Meeting,2023-05-01,14:00:00,15:00:00
